,support,itemsets
199,0.12287754244915101,"frozenset(['battery', 'CRCKSCRN', 'like'])"
200,0.12287754244915101,"frozenset(['battery', 'new', 'CRCKSCRN'])"
201,0.12287754244915101,"frozenset(['battery', 'phone', 'CRCKSCRN'])"
202,0.12287754244915101,"frozenset(['battery', 'say', 'CRCKSCRN'])"
203,0.12287754244915101,"frozenset(['battery', 'small', 'CRCKSCRN'])"
204,0.12287754244915101,"frozenset(['battery', 'CRCKSCRN', 'weakens'])"
205,0.12287754244915101,"frozenset(['charger', 'CRCKSCRN', 'chargers'])"
206,0.12287754244915101,"frozenset(['charger', 'CRCKSCRN', 'crack'])"
207,0.12287754244915101,"frozenset(['cut', 'CRCKSCRN', 'charger'])"
208,0.12287754244915101,"frozenset(['charger', 'CRCKSCRN', 'died'])"
209,0.12287754244915101,"frozenset(['charger', 'CRCKSCRN', 'get'])"
210,0.12287754244915101,"frozenset(['charger', 'CRCKSCRN', 'like'])"
211,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'charger'])"
212,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'charger'])"
213,0.12287754244915101,"frozenset(['charger', 'say', 'CRCKSCRN'])"
214,0.12287754244915101,"frozenset(['small', 'charger', 'CRCKSCRN'])"
215,0.12287754244915101,"frozenset(['charger', 'CRCKSCRN', 'weakens'])"
216,0.12287754244915101,"frozenset(['chargers', 'CRCKSCRN', 'crack'])"
217,0.12287754244915101,"frozenset(['cut', 'CRCKSCRN', 'chargers'])"
218,0.12287754244915101,"frozenset(['chargers', 'CRCKSCRN', 'died'])"
219,0.12287754244915101,"frozenset(['chargers', 'CRCKSCRN', 'get'])"
220,0.12287754244915101,"frozenset(['chargers', 'CRCKSCRN', 'like'])"
221,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'chargers'])"
222,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'chargers'])"
223,0.12287754244915101,"frozenset(['chargers', 'say', 'CRCKSCRN'])"
224,0.12287754244915101,"frozenset(['small', 'chargers', 'CRCKSCRN'])"
225,0.12287754244915101,"frozenset(['chargers', 'CRCKSCRN', 'weakens'])"
226,0.12287754244915101,"frozenset(['corner', 'cracked', 'CRCKSCRN'])"
227,0.12287754244915101,"frozenset(['corner', 'CRCKSCRN', 'dropped'])"
228,0.18431631367372653,"frozenset(['corner', 'CRCKSCRN', 'glass'])"
229,0.12287754244915101,"frozenset(['corner', 'CRCKSCRN', 'hit'])"
230,0.12287754244915101,"frozenset(['corner', 'CRCKSCRN', 'left'])"
231,0.12287754244915101,"frozenset(['corner', 'CRCKSCRN', 'phone'])"
232,0.12287754244915101,"frozenset(['corner', 'CRCKSCRN', 'picture'])"
233,0.12287754244915101,"frozenset(['corner', 'CRCKSCRN', 'side'])"
234,0.12287754244915101,"frozenset(['still', 'corner', 'CRCKSCRN'])"
235,0.12287754244915101,"frozenset(['corner', 'CRCKSCRN', 'together'])"
236,0.12287754244915101,"frozenset(['corner', 'CRCKSCRN', 'upper'])"
237,0.12287754244915101,"frozenset(['cut', 'CRCKSCRN', 'crack'])"
238,0.12287754244915101,"frozenset(['CRCKSCRN', 'died', 'crack'])"
239,0.12287754244915101,"frozenset(['get', 'CRCKSCRN', 'crack'])"
240,0.12287754244915101,"frozenset(['CRCKSCRN', 'like', 'crack'])"
241,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'crack'])"
242,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'crack'])"
243,0.12287754244915101,"frozenset(['say', 'CRCKSCRN', 'crack'])"
244,0.12287754244915101,"frozenset(['small', 'CRCKSCRN', 'crack'])"
245,0.12287754244915101,"frozenset(['weakens', 'CRCKSCRN', 'crack'])"
246,0.12287754244915101,"frozenset(['cracked', 'CRCKSCRN', 'dropped'])"
247,0.18431631367372653,"frozenset(['glass', 'cracked', 'CRCKSCRN'])"
248,0.12287754244915101,"frozenset(['cracked', 'CRCKSCRN', 'hit'])"
249,0.12287754244915101,"frozenset(['cracked', 'CRCKSCRN', 'left'])"
250,0.12287754244915101,"frozenset(['phone', 'cracked', 'CRCKSCRN'])"
251,0.12287754244915101,"frozenset(['picture', 'cracked', 'CRCKSCRN'])"
252,0.12287754244915101,"frozenset(['cracked', 'CRCKSCRN', 'side'])"
253,0.12287754244915101,"frozenset(['still', 'cracked', 'CRCKSCRN'])"
254,0.12287754244915101,"frozenset(['cracked', 'CRCKSCRN', 'together'])"
255,0.12287754244915101,"frozenset(['upper', 'cracked', 'CRCKSCRN'])"
256,0.12287754244915101,"frozenset(['cut', 'CRCKSCRN', 'died'])"
257,0.12287754244915101,"frozenset(['cut', 'CRCKSCRN', 'get'])"
258,0.12287754244915101,"frozenset(['cut', 'CRCKSCRN', 'like'])"
259,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'cut'])"
260,0.12287754244915101,"frozenset(['cut', 'CRCKSCRN', 'phone'])"
261,0.12287754244915101,"frozenset(['cut', 'say', 'CRCKSCRN'])"
262,0.12287754244915101,"frozenset(['small', 'cut', 'CRCKSCRN'])"
263,0.12287754244915101,"frozenset(['cut', 'CRCKSCRN', 'weakens'])"
264,0.12287754244915101,"frozenset(['CRCKSCRN', 'died', 'get'])"
265,0.12287754244915101,"frozenset(['CRCKSCRN', 'like', 'died'])"
266,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'died'])"
267,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'died'])"
268,0.12287754244915101,"frozenset(['say', 'CRCKSCRN', 'died'])"
269,0.12287754244915101,"frozenset(['small', 'CRCKSCRN', 'died'])"
270,0.12287754244915101,"frozenset(['CRCKSCRN', 'died', 'weakens'])"
271,0.18431631367372653,"frozenset(['glass', 'CRCKSCRN', 'dropped'])"
272,0.12287754244915101,"frozenset(['CRCKSCRN', 'hit', 'dropped'])"
273,0.12287754244915101,"frozenset(['CRCKSCRN', 'dropped', 'left'])"
274,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'dropped'])"
275,0.12287754244915101,"frozenset(['picture', 'CRCKSCRN', 'dropped'])"
276,0.12287754244915101,"frozenset(['CRCKSCRN', 'dropped', 'side'])"
277,0.12287754244915101,"frozenset(['still', 'CRCKSCRN', 'dropped'])"
278,0.12287754244915101,"frozenset(['CRCKSCRN', 'dropped', 'together'])"
279,0.12287754244915101,"frozenset(['upper', 'CRCKSCRN', 'dropped'])"
280,0.12287754244915101,"frozenset(['CRCKSCRN', 'like', 'get'])"
281,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'get'])"
282,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'get'])"
283,0.12287754244915101,"frozenset(['say', 'CRCKSCRN', 'get'])"
284,0.12287754244915101,"frozenset(['small', 'CRCKSCRN', 'get'])"
285,0.12287754244915101,"frozenset(['weakens', 'CRCKSCRN', 'get'])"
286,0.18431631367372653,"frozenset(['glass', 'CRCKSCRN', 'hit'])"
287,0.18431631367372653,"frozenset(['glass', 'CRCKSCRN', 'left'])"
288,0.18431631367372653,"frozenset(['glass', 'CRCKSCRN', 'phone'])"
289,0.18431631367372653,"frozenset(['glass', 'CRCKSCRN', 'picture'])"
290,0.18431631367372653,"frozenset(['glass', 'CRCKSCRN', 'side'])"
291,0.18431631367372653,"frozenset(['still', 'glass', 'CRCKSCRN'])"
292,0.18431631367372653,"frozenset(['glass', 'CRCKSCRN', 'together'])"
293,0.18431631367372653,"frozenset(['upper', 'CRCKSCRN', 'glass'])"
294,0.12287754244915101,"frozenset(['CRCKSCRN', 'hit', 'left'])"
295,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'hit'])"
296,0.12287754244915101,"frozenset(['picture', 'CRCKSCRN', 'hit'])"
297,0.12287754244915101,"frozenset(['CRCKSCRN', 'hit', 'side'])"
